,Saves   ,Penalties saved   ,Punches   ,High Claims   ,Catches   ,Sweeper clearances   ,Throw outs   ,Goal Kicks   ,Clean sheets   ,Goals conceded   ,Errors leading to goal   ,Own goals   ,Yellow cards   ,Red cards   ,Fouls   ,Goals   ,Assists   ,Passes   ,Passes per match   ,Accurate long balls   ,Appearances,Tackles   ,Tackle success %   ,Last man tackles   ,Blocked shots   ,Interceptions   ,Clearances   ,Headed Clearance   ,Clearances off line   ,Recoveries   ,Duels won   ,Duels lost   ,Successful 50/50s   ,Aerial battles won   ,Aerial battles lost   ,Big chances created   ,Crosses   ,Cross accuracy %   ,Through balls   ,Offsides   ,Headed goals   ,Goals with right foot   ,Goals with left foot   ,Hit woodwork   ,Goals per match   ,Penalties scored   ,Freekicks scored   ,Shots   ,Shots on target   ,Shooting accuracy %   ,Big chances missed   
Jason Puncheon,,,,,,,,,,,0,,0,0,0,0,0,0,0.00,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.00,0,0,0,0,0%,0
Ryan Inniss,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,
Nikola Tavares,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,
Stephen Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Cahill,,,,,,,,,7,35,0,0,1,0,14,0,1,"1,004",40.16,73,25,15,53%,0,8,18,111,56,0,98,115,77,4,87,52,1,0,0%,0,0,0,0,0,0,,,,,,,
Víctor Camarasa,,,,,,,,,,,0,,0,0,0,0,0,3,3.00,0,1,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.00,0,0,0,0,0%,0
James McCarthy,,,,,,,,,,,0,,9,0,31,0,0,783,23.73,53,33,82,57%,,3,24,10,1,,133,122,98,7,15,19,1,35,31%,0,0,0,0,0,0,0.00,0,0,12,3,25%,0
Tyrick Mitchell,,,,,,,,,0,4,0,0,1,0,1,0,0,94,23.50,3,4,5,40%,0,0,2,1,0,0,7,7,18,1,0,6,0,4,75%,0,0,0,0,0,0,,,,,,,
James Daly,,,,,,,,,,,,,0,0,0,0,0,0,0.00,,0,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.00,0,0,0,0,0%,0
Brandon Pierrick,,,,,,,,,,,,,0,0,0,0,0,7,3.50,,2,0,,,0,0,1,1,,,,,,,,0,2,,,0,0,0,0,0,0.00,0,0,0,0,0%,0
Cenk Tosun,,,,,,,,,,,,,0,0,8,2,0,98,9.80,,10,4,,,3,0,2,2,,,,,,,,1,4,,,2,2,0,0,0,0.20,0,0,15,5,33%,1
Scott Banks,,,,,,,,,,,0,,0,0,0,0,0,0,0.00,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.00,0,0,0,0,0%,0
John-Kymani Gordon,,,,,,,,,,,,,0,0,0,0,0,0,0.00,,0,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.00,0,0,0,0,0%,0
